nombre,apellido,producto,cantidad,precio_unitario,canal_venta
Carlos,Sanchez,Cool Crema,2,96.12,Marketplace
Jorge,Ramirez,Llanero Carpeta,2,55.39,Ecommerce
Camila,Lopez,Elite Parlante,4,3.95,Marketplace
Jorge,Rodriguez,Nano ProtectorSolar,3,46.7,Ecommerce
Sofia,Lopez,Magna Mochila,4,22.37,Tienda
Luisa,Diaz,Lago Silla,2,87.9,Tienda
Andres,Hernandez,Golden Cinta,1,84.31,Ecommerce
Jorge,Garcia,Montana Termo,2,46.11,Marketplace
Jorge,Rodriguez,Basic Tambor,4,13.98,CallCenter
Jorge,Diaz,Metro Silla,3,190.91,Ecommerce
Juan,Sanchez,Flex Papel,3,32.91,CallCenter
Luisa,Diaz,Aqua Auriculares,4,130.04,Ecommerce
Andres,Hernandez,Llanero Maceta,3,14.84,Marketplace
Juan,Martinez,Paisa Estante,5,39.29,Ecommerce
Luisa,Perez,Opti Camisa,1,188.31,CallCenter
Maria,Perez,Crystal Cereal,1,52.0,CallCenter
Jorge,Martinez,Magna Cuaderno,1,90.04,CallCenter
Luisa,Garcia,Active Auriculares,3,19.38,Marketplace
Maria,Rodriguez,Pro Chocolate,3,897.22,CallCenter
Jorge,Rodriguez,Oro Archivador,2,35.0,Marketplace
Pedro,Rodriguez,Fresh Carpa,2,27.97,Ecommerce
Carlos,Hernandez,Cafetal Papel,1,99.11,Tienda
Camila,Lopez,Metro Chaqueta,5,47.78,CallCenter
Luisa,Lopez,Cool Guitarra,2,22.4,CallCenter
Juan,Perez,Fresh Tambor,2,66.84,Marketplace
Jorge,Hernandez,Mini Tijera,3,63.76,CallCenter
Camila,Hernandez,Selva Cepillo,5,84.83,CallCenter
Juan,Garcia,Fresh Cuchillo,1,145.49,Distribuidor
Andres,Garcia,Active Camisa,2,21.21,Tienda
Carlos,Hernandez,Cafetal Cinta,5,12.57,CallCenter
Camila,Garcia,Giga Mousepad,5,58.88,Ecommerce
Maria,Sanchez,Montana Mochila,1,212.68,Ecommerce
Pedro,Ramirez,Aqua Semilla,5,193.23,Ecommerce
Sofia,Gonzalez,Fresh Patin,5,29.8,Marketplace
Camila,Garcia,Cordillera Estante,5,115.54,Tienda
Juan,Perez,Alpha Mousepad,2,275.23,CallCenter
Pedro,Ramirez,Andino Semilla,1,9.12,Tienda
Andres,Diaz,Bright ProtectorSolar,5,12.24,Ecommerce
Andres,Martinez,Cordillera Gorra,5,281.75,CallCenter
Maria,Hernandez,Cacao Switch,2,104.86,Tienda
Maria,Hernandez,Aqua Silla,1,70.6,CallCenter
camila,lopez,Omega Gorra,3,79.37,Tienda
Sofia,Sanchez,Opti Perfume,2,13.94,CallCenter
Andres,Ramirez,Paisa Drone,1,63.53,Distribuidor
Carlos,Ramirez,Llanero Lampara,5,277.13,Marketplace
Camila,Ramirez,Lago Webcam,1,18.35,Distribuidor
Camila,Gonzalez,Eco Cargador,1,73.62,Ecommerce
Pedro,Rodriguez,Magna Boligrafo,1,28.63,Tienda
Maria,Perez,Metro Tripode,3,416.87,CallCenter
Ana,Lopez,Flex Cereal,1,82.87,Distribuidor
Maria,Hernandez,Neo Raqueta,3,156.52,Distribuidor
Maria,Gonzalez,Lago Camisa,5,62.41,Tienda
Sofia,Garcia,Nova Extensor,3,6.64,Marketplace
Jorge,Garcia,Andino Silla,5,58.27,CallCenter
Luisa,Rodriguez,Bright Papel,5,20.28,Distribuidor
Sofia,Sanchez,Quick Pegante,3,2.5,Marketplace
Sofia,Martinez,Plus Cable,2,262.51,CallCenter
Maria,Lopez,Nano Mousepad,4,10.46,Marketplace
Camila,Lopez,Cafetal Camisa,1,111.48,CallCenter
Andres,Hernandez,Andes Patin,4,705.17,Tienda
Camila,Garcia,Max Telefono,1,86.41,Distribuidor
Camila,Ramirez,Alpha Regla,1,34.36,CallCenter
Andres,Martinez,Oro ProtectorSolar,5,45.24,Tienda
Maria,Garcia,Nova Tenedor,1,54.65,Tienda
Sofia,Rodriguez,Golden Sarten,1,179.98,CallCenter
Ana,Garcia,Prime ProtectorSolar,3,83.78,Ecommerce
Maria,Lopez,Cafetal Extensor,4,177.1,Ecommerce
Jorge,Rodriguez,Pro Biberon,3,24.93,Ecommerce
Maria,Diaz,Neo Lampara,1,248.97,Distribuidor
Ana,Perez,Montana Parlante,5,120.85,Tienda
Juan,Perez,Oro Crema,3,218.88,Distribuidor
Juan,Garcia,Llanero Gorra,3,28.37,Ecommerce
Camila,Sanchez,Plus Gorra,2,215.58,Marketplace
Ana,Hernandez,Power Resaltador,1,52.5,Marketplace
Andres,Garcia,Elite Mesa,5,133.46,CallCenter
Luisa,Ramirez,Selva Toalla,3,280.81,Distribuidor
Andres,Rodriguez,Bosque Silla,3,36.22,CallCenter
Carlos,Garcia,Nano Telefono,5,113.78,Ecommerce
Pedro,Sanchez,Power Sacapuntas,1,64.27,Marketplace
Maria,Diaz,Pro Guitarra,2,34.97,Marketplace
Maria,Ramirez,Oro Talonario,3,84.95,Ecommerce
Ana,Hernandez,Sabana Biberon,2,29.89,Tienda
Carlos,Diaz,Royal Jabon,4,60.75,CallCenter
Pedro,Rodriguez,Pro Termo,1,83.46,Ecommerce
Luisa,Lopez,Pro Monitor,4,271.21,Tienda
Maria,Hernandez,Giga Chaqueta,4,156.71,Ecommerce
Camila,Ramirez,Cool Galleta,4,103.23,Marketplace
Carlos,Rodriguez,Quick Chaqueta,1,99.47,Ecommerce
Andres,Perez,Eco Crema,1,185.46,Ecommerce
Maria,Sanchez,Fresh Tijera,5,104.49,Ecommerce
Juan,Ramirez,Cielo Guitarra,2,41.42,Tienda
Sofia,Ramirez,Giga Marcador,2,204.96,Distribuidor
Ana,Ramirez,Alpha Extensor,5,78.14,Distribuidor
Jorge,Perez,Flex Mousepad,5,298.59,Distribuidor
Andres,Diaz,Basic Tijera,4,92.43,Marketplace
Juan,Hernandez,Plus Extensor,5,382.98,Distribuidor
Camila,Martinez,Oro Tripode,3,93.38,Tienda
Sofia,Diaz,Nova Muñeco,2,56.52,Ecommerce
Ana,Rodriguez,Golden Lampara,5,15.7,CallCenter
Andres,Rodriguez,Andes Guitarra,3,17.76,Ecommerce
Luisa,Ramirez,Llanero Bicicleta,3,17.9,Ecommerce
Jorge,Diaz,Aero Maceta,3,34.47,CallCenter
Pedro,Rodriguez,Llanero Mochila,3,106.36,Ecommerce
Carlos,Gonzalez,Pacifica Cargador,4,76.04,Ecommerce
Carlos,Martinez,Omega Cuaderno,3,169.73,Ecommerce
Pedro,Perez,Andino Semilla,4,9.12,Distribuidor
Andres,Garcia,Pro Microfono,4,813.78,Tienda
Jorge,Garcia,Cacao Maceta,3,142.62,Ecommerce
Jorge,Sanchez,Crystal Sacapuntas,2,138.29,Tienda
Maria,Hernandez,Aqua Botella,3,157.55,Marketplace
Carlos,Perez,Bright Papel,3,20.28,Marketplace
Andres,Perez,Bosque Toalla,3,91.93,Tienda
Pedro,Perez,Cielo Monitor,2,683.25,Marketplace
Juan,Ramirez,Crystal Resaltador,1,12.24,CallCenter
Jorge,Sanchez,Oro Tenedor,1,81.59,Tienda
Maria,Hernandez,Golden Sarten,4,179.98,Tienda
Ana,Lopez,Cordillera Archivador,4,96.94,Tienda
Camila,Ramirez,Cordillera Pantalon,2,90.17,Tienda
Carlos,Diaz,Elite Zapatilla,5,88.86,Ecommerce
camila,hernandez,Neo Regla,1,13.96,Tienda
Luisa,Diaz,Aero Zapatilla,4,111.4,Marketplace
Carlos,Martinez,Crystal Galleta,1,21.13,Marketplace
maria,ramirez,Alpha Switch,2,54.64,Distribuidor
Pedro,Lopez,Royal Archivador,2,12.47,Tienda
maria,gonzalez,Nova Tenedor,5,54.65,Ecommerce
Ana,Lopez,Eco Extensor,5,329.1,Distribuidor
Carlos,Martinez,Plus Galleta,2,23.31,Distribuidor
Camila,Martinez,Aero Sarten,4,138.96,Ecommerce
luisa,diaz,Fresh Muñeco,1,279.08,CallCenter
Jorge,Ramirez,Omega Zapatilla,3,416.62,CallCenter
Camila,Martinez,Power Plato,5,11.14,Ecommerce
Camila,Sanchez,Cafetal Tripode,3,86.23,Ecommerce
Andres,Lopez,Andino Router,4,13.63,Distribuidor
Carlos,Rodriguez,Quick Regla,5,83.37,Tienda
Andres,Garcia,Neo Cargador,3,75.33,Tienda
Camila,Garcia,Prime Boligrafo,4,41.98,Marketplace
Pedro,Perez,Omega Maceta,1,189.98,Ecommerce
Carlos,Gonzalez,Fresh Gorra,4,137.53,CallCenter
Pedro,Hernandez,Plus Cable,5,262.51,Ecommerce
Carlos,Lopez,Cacao Sacapuntas,2,15.28,Ecommerce
Carlos,Hernandez,Metro Olla,1,5.5,Distribuidor
Luisa,Garcia,Cool Carpa,3,20.19,Ecommerce
Sofia,Sanchez,Aqua Chocolate,5,107.4,Distribuidor
Jorge,Lopez,Selva Cepillo,2,84.83,Distribuidor
Carlos,Gonzalez,Magna Zapatilla,4,54.19,CallCenter
Ana,Perez,Bright Zapatilla,2,82.23,Marketplace
Luisa,Hernandez,Cacao Auriculares,5,26.47,CallCenter
Camila,Martinez,Mini Guante,5,14.06,Marketplace
Ana,Gonzalez,Lite Archivador,2,26.75,Marketplace
Luisa,Sanchez,Quick Auriculares,4,210.29,Tienda
Camila,Sanchez,Bright Extensor,2,85.89,Distribuidor
Andres,Ramirez,Fresh Boligrafo,5,161.16,Distribuidor
Carlos,Diaz,Rio Carpeta,5,25.86,Tienda
Luisa,Ramirez,Golden Switch,3,185.76,Distribuidor
Jorge,Perez,Eco Raqueta,3,15.98,Ecommerce
Ana,Ramirez,Andino Tenedor,1,600.03,CallCenter
Jorge,Sanchez,Alpha Crema,5,74.39,Marketplace
Sofia,Rodriguez,Pro Bicicleta,3,80.59,Distribuidor
Andres,Garcia,Active Chaqueta,2,73.45,Tienda
Camila,Ramirez,Elite Jabon,4,48.66,Marketplace
Pedro,Hernandez,Max Auriculares,2,80.16,CallCenter
Luisa,Perez,Cordillera Olla,4,99.24,Distribuidor
Jorge,Lopez,Max Lampara,3,12.87,CallCenter
Jorge,Diaz,Nano Camisa,1,9.25,Distribuidor
Camila,Ramirez,Cool Cereal,2,88.39,CallCenter
Juan,Lopez,Oro Tambor,2,45.11,Tienda
Sofia,Gonzalez,Royal Pelota,2,185.5,CallCenter
Camila,Gonzalez,Andino Extensor,4,230.46,Marketplace
Camila,Diaz,Selva Mesa,3,273.51,Tienda
Maria,Gonzalez,Smart Cuchillo,2,118.08,Ecommerce
Andres,Perez,Prime Resaltador,2,78.42,CallCenter
Maria,Sanchez,Giga Biberon,1,47.97,CallCenter
Ana,Lopez,Lago Cable,1,20.74,Marketplace
Juan,Sanchez,Andes Tenedor,3,74.44,Distribuidor
Andres,Lopez,Silver Cuchillo,3,78.34,Tienda
Maria,Lopez,Magna Camisa,5,87.65,Marketplace
Carlos,Ramirez,Sabana Guitarra,1,44.03,Ecommerce
Luisa,Perez,Oro Mouse,5,2.64,Ecommerce
Ana,Ramirez,Sabana Licuadora,4,141.57,CallCenter
Camila,Hernandez,Eco Router,5,72.02,Tienda
Carlos,Sanchez,Plus Tambor,2,5.17,Tienda
Ana,Lopez,Giga Tenedor,5,14.7,Distribuidor
Luisa,Diaz,Elite Muñeco,3,727.25,Marketplace
Juan,Martinez,Quick Chaqueta,4,99.47,Marketplace
Pedro,Hernandez,Lago Cinta,2,154.3,Tienda
Sofia,Hernandez,Nano Bicicleta,5,79.9,Ecommerce
Ana,Diaz,Basic Galleta,4,193.17,Marketplace
Juan,Martinez,Eco Tenedor,4,347.54,Tienda
Luisa,Hernandez,Eco Muñeco,2,106.18,CallCenter
Jorge,Martinez,Plus Plancha,5,214.04,CallCenter
Carlos,Hernandez,Prime Lampara,4,11.39,Tienda
Jorge,Garcia,Max Marcador,4,27.22,Marketplace
Camila,Garcia,Plus Silla,1,257.57,CallCenter
Andres,Gonzalez,Opti Galleta,4,184.46,CallCenter
Luisa,Sanchez,Max Cereal,1,570.85,Marketplace
Luisa,Gonzalez,Pacifica Talonario,5,10.58,Tienda
Juan,Rodriguez,Rio Monitor,5,133.35,Ecommerce
Sofia,Hernandez,Montana Pantalon,5,23.77,CallCenter
Camila,Sanchez,Andino Cuaderno,3,63.45,Distribuidor
Luisa,Gonzalez,Plus Talonario,5,12.27,Marketplace
Andres,Sanchez,Bosque Mouse,4,172.98,CallCenter
Sofia,Sanchez,Max Silla,2,115.79,CallCenter
Sofia,Gonzalez,Sabana Pegante,1,525.76,Ecommerce
Jorge,Sanchez,Golden Chocolate,3,322.36,Ecommerce
Juan,Garcia,Plus Colchoneta,5,155.35,CallCenter
Luisa,Perez,Crystal Muñeco,5,189.1,Marketplace
Luisa,Ramirez,Cool Cereal,2,88.39,CallCenter
Andres,Ramirez,Fresh Drone,2,361.33,Ecommerce
Luisa,Rodriguez,Metro Microfono,3,52.02,Tienda
pedro,garcia,Cafetal Gorra,1,83.95,Marketplace
Sofia,Lopez,Andino Mouse,5,277.31,CallCenter
Juan,Diaz,Sabana Carpeta,3,49.61,Ecommerce
Maria,Diaz,Crystal Lampara,4,27.24,Marketplace
Ana,Diaz,Lite Patin,4,46.14,CallCenter
Pedro,Lopez,Sabana Olla,3,87.31,Ecommerce
Jorge,Garcia,Silver Crema,5,31.45,CallCenter
Sofia,Hernandez,Eco Archivador,3,82.55,Tienda
Andres,Ramirez,Selva Cargador,5,56.03,Distribuidor
Camila,Diaz,Pro Pelota,2,45.4,CallCenter
Carlos,Diaz,Smart Maceta,3,68.6,Marketplace
Camila,Perez,Oro Archivador,5,35.0,Marketplace
luisa,perez,Quick Tripode,3,95.49,Distribuidor
Ana,Martinez,Nano Biberon,3,78.59,Marketplace
Luisa,Diaz,Plus Guante,5,153.04,CallCenter
Carlos,Gonzalez,Smart Colchoneta,5,775.67,Ecommerce
Sofia,Lopez,Lite Silla,1,570.4,CallCenter
Andres,Diaz,Cordillera Guitarra,3,46.72,Tienda
Carlos,Martinez,Aero Camisa,4,65.05,CallCenter
Jorge,Diaz,Flex Camisa,3,449.88,Tienda
Carlos,Ramirez,Lago Sacapuntas,3,61.81,Marketplace
Luisa,Perez,Andino Mochila,5,849.51,Tienda
Ana,Diaz,Power Chocolate,3,171.37,Ecommerce
Luisa,Gonzalez,Neo Silla,3,31.92,Distribuidor
Juan,Gonzalez,Nova Tijera,4,116.74,Tienda
Camila,Perez,Paisa Sarten,5,125.04,Tienda
Jorge,Sanchez,Giga Guante,3,407.08,Marketplace
andres,martinez,Cielo Guante,2,1.65,Marketplace
Carlos,Sanchez,Cielo Microfono,1,10.73,Distribuidor
Ana,Lopez,Flex PowerBank,4,239.86,Ecommerce
Ana,Martinez,Selva Router,3,36.93,Ecommerce
Pedro,Lopez,Lago Afeitadora,2,136.8,Tienda
Juan,Gonzalez,Cool Cuchillo,3,66.91,CallCenter
Juan,Ramirez,Paisa Raqueta,3,17.17,Tienda
Maria,Gonzalez,Paisa Perfume,5,141.92,Ecommerce
Carlos,Ramirez,Plus Olla,5,160.06,Marketplace
Jorge,Rodriguez,Andino Archivador,5,35.78,Distribuidor
Camila,Hernandez,Montana Balon,2,12.0,Distribuidor
Jorge,Sanchez,Andino Botella,3,104.9,Tienda
andres,rodriguez,Opti Toalla,1,26.13,Marketplace
Andres,Garcia,Plus Estante,4,41.66,CallCenter
Carlos,Lopez,Golden Shampoo,5,112.6,Tienda
Carlos,Perez,Llanero Biberon,5,90.93,CallCenter
Jorge,Rodriguez,Max Cafetera,3,121.17,CallCenter
Andres,Diaz,Opti Chocolate,3,67.11,Tienda
Carlos,Diaz,Paisa Monitor,2,214.97,Distribuidor
Jorge,Lopez,Opti Galleta,2,184.46,CallCenter
Andres,Martinez,Pacifica Cinta,5,18.51,Distribuidor
Juan,Sanchez,Pacifica Linterna,3,97.57,Ecommerce
Ana,Lopez,Elite Muñeco,1,727.25,Distribuidor
Camila,Sanchez,Active Switch,4,11.73,Distribuidor
Camila,Rodriguez,Cordillera Cafetera,3,71.52,Ecommerce
luisa,garcia,Active Carpa,3,170.82,Ecommerce
Camila,Martinez,Magna Jabon,2,813.76,CallCenter
Carlos,Gonzalez,Eco Camisa,4,222.75,Marketplace
Sofia,Garcia,Neo Telefono,5,57.27,Distribuidor
Jorge,Martinez,Selva Shampoo,3,105.49,Ecommerce
Maria,Perez,Alpha Sarten,5,62.7,Marketplace
Maria,Garcia,Royal Shampoo,3,61.89,Tienda
Andres,Lopez,Fresh Cinta,5,11.73,Tienda
Carlos,Diaz,Crystal Regla,4,76.38,CallCenter
Luisa,Garcia,Mini Cinta,2,56.56,Distribuidor
Maria,Perez,Lite Chaqueta,4,10.47,Distribuidor
Ana,Martinez,Cool Galleta,1,103.23,CallCenter
Carlos,Perez,Quick Galleta,2,3.06,Ecommerce
Juan,Garcia,Eco Resaltador,4,14.93,Distribuidor
Carlos,Perez,Aqua Copa,1,17.71,Tienda
Pedro,Garcia,Prime Bicicleta,3,30.5,Distribuidor
Sofia,Garcia,Quick Tenedor,3,301.8,Marketplace
Maria,Hernandez,Selva Teclado,5,76.76,CallCenter
Jorge,Perez,Sierra Guante,2,36.25,CallCenter
Sofia,Perez,Andino Teclado,3,39.98,Ecommerce
Maria,Garcia,Sierra Archivador,2,79.64,Marketplace
Maria,Hernandez,Opti Mochila,3,640.69,Ecommerce
Juan,Martinez,Flex Carpeta,5,78.66,Distribuidor
Ana,Garcia,Cool Plato,4,28.06,CallCenter
Ana,Hernandez,Pro ProtectorSolar,5,281.99,Tienda
Ana,Garcia,Silver Plancha,1,82.05,Distribuidor
Andres,Hernandez,Flex Perfume,3,159.54,Ecommerce
Maria,Diaz,Mini Carpa,1,35.09,Distribuidor
Ana,Sanchez,Royal Teclado,1,107.82,Distribuidor
Camila,Gonzalez,Pro Jabon,2,96.71,Distribuidor
Andres,Perez,Pacifica Cafetera,3,28.44,Tienda
Pedro,Hernandez,Fresh Cepillo,1,35.12,Marketplace
Ana,Hernandez,Quick Webcam,4,60.83,Tienda
Jorge,Diaz,Elite Perfume,1,50.57,Distribuidor
Pedro,Garcia,Metro Mouse,4,633.92,Ecommerce
Maria,Ramirez,Cafetal Copa,2,85.44,Marketplace
Andres,Ramirez,Andino Plato,1,27.53,Distribuidor
Juan,Gonzalez,Cafe Auriculares,5,9.27,Distribuidor
Maria,Perez,Royal Estante,2,11.85,CallCenter
Luisa,Perez,Basic Microfono,4,6.49,Distribuidor
Pedro,Perez,Selva Shampoo,2,105.49,Ecommerce
Maria,Ramirez,Royal Talonario,1,162.58,Marketplace
Camila,Diaz,Plus Botella,3,213.73,Ecommerce
Juan,Ramirez,Paisa Pelota,3,82.19,Tienda
Pedro,Rodriguez,Max Galleta,4,88.0,Marketplace
Pedro,Diaz,Selva Cuchillo,4,343.65,Ecommerce
Carlos,Rodriguez,Andino Linterna,3,174.25,Marketplace
Jorge,Rodriguez,Cafe Balon,4,182.19,Ecommerce
Maria,Sanchez,Sabana Carpeta,2,49.61,Marketplace
Ana,Garcia,Rio Maceta,5,6.31,Tienda
Maria,Sanchez,Cafetal Licuadora,5,12.15,Tienda
Luisa,Gonzalez,Pro Guante,2,19.17,Marketplace
Carlos,Gonzalez,Lite Archivador,5,26.75,CallCenter
Andres,Rodriguez,Opti Guante,1,114.84,Tienda
Juan,Ramirez,Sabana Maceta,2,354.93,CallCenter
Ana,Ramirez,Mini Boligrafo,4,83.0,Marketplace
Ana,Sanchez,Lite Gorra,2,13.18,CallCenter
Jorge,Garcia,Plus Galleta,3,23.31,Marketplace
Ana,Perez,Basic Cable,4,36.77,Distribuidor
Pedro,Ramirez,Nano Cinta,3,34.48,Tienda
Pedro,Lopez,Silver Balon,4,20.54,Distribuidor
Camila,Perez,Elite Maceta,5,30.58,Ecommerce
Juan,Lopez,Crystal PowerBank,2,114.48,Tienda
Camila,Rodriguez,Aero Cargador,1,256.09,CallCenter
Maria,Lopez,Nova Sarten,4,214.65,CallCenter
Camila,Rodriguez,Active Tambor,4,62.74,Tienda
Andres,Martinez,Bright Carpeta,3,65.12,Marketplace
Pedro,Rodriguez,Giga PowerBank,5,257.87,Distribuidor
Pedro,Lopez,Quick Cepillo,3,70.58,Distribuidor
Pedro,Martinez,Oro Carpa,3,440.54,Tienda
Sofia,Sanchez,Sierra Microfono,5,35.13,CallCenter
Pedro,Lopez,Quick Router,1,213.4,Distribuidor
Camila,Lopez,Silver Tambor,3,787.91,Ecommerce
juan,hernandez,Cacao Telefono,3,172.88,Marketplace
sofia,ramirez,Prime Tijera,4,16.47,Tienda
Juan,Gonzalez,Elite Plancha,5,27.15,Distribuidor
Luisa,Martinez,Omega Teclado,2,167.8,Marketplace
Sofia,Martinez,Plus Tenedor,1,117.56,Ecommerce
Andres,Diaz,Alpha Mochila,1,137.86,Ecommerce
Pedro,Martinez,Aero Mousepad,5,187.74,Tienda
Sofia,Perez,Mini Parlante,4,194.5,Marketplace
Camila,Diaz,Paisa Patin,4,226.73,Ecommerce
Carlos,Garcia,Mini Mesa,5,106.82,CallCenter
Maria,Martinez,Neo Chaqueta,4,127.86,Marketplace
Maria,Perez,Elite Cable,1,443.07,Ecommerce
Juan,Sanchez,Opti Pelota,1,61.66,Distribuidor
Juan,Martinez,Selva Rompecabezas,2,167.73,Distribuidor
Jorge,Gonzalez,Pro Colchoneta,5,18.69,CallCenter
Juan,Perez,Mini Copa,3,15.23,Tienda
Pedro,Martinez,Cool Jabon,3,25.76,Tienda
Jorge,Sanchez,Rio Gorra,2,112.44,Marketplace
Sofia,Perez,Lite Bicicleta,2,43.83,CallCenter
camila,sanchez,Alpha Cable,4,47.44,Distribuidor
Juan,Perez,Royal Olla,2,60.73,Tienda
Andres,Ramirez,Magna Switch,2,80.65,Marketplace
Jorge,Lopez,Smart Cuaderno,3,2.55,Marketplace
Luisa,Gonzalez,Andino Sarten,4,89.97,CallCenter
Ana,Sanchez,Lago Bicicleta,2,124.83,Ecommerce
Luisa,Hernandez,Mini Parlante,2,194.5,CallCenter
Andres,Hernandez,Sierra Licuadora,4,86.1,Distribuidor
Sofia,Lopez,Elite Sacapuntas,5,49.98,CallCenter
Camila,Ramirez,Quick Maceta,4,54.73,Ecommerce
Maria,Garcia,Fresh Termo,3,87.01,Tienda
Jorge,Martinez,Sabana Cuchillo,5,164.84,Ecommerce
Camila,Gonzalez,Sabana Crema,1,104.22,Tienda
Maria,Garcia,Mini Maceta,4,29.31,CallCenter
Juan,Perez,Llanero Plancha,3,52.52,Distribuidor
Carlos,Diaz,Selva Cepillo,5,84.83,Tienda
Camila,Ramirez,Active Sacapuntas,4,60.08,Ecommerce
Andres,Gonzalez,Cafe Parlante,2,28.35,Marketplace
Maria,Perez,Rio Talonario,4,116.27,Distribuidor
Camila,Sanchez,Paisa Galleta,1,126.63,Ecommerce
Andres,Martinez,Silver Plancha,4,82.05,Distribuidor
Carlos,Perez,Andes Resaltador,5,266.29,Distribuidor
Maria,Perez,Lite Monitor,5,92.06,Distribuidor
Juan,Sanchez,Cafetal Tijera,4,453.84,Marketplace
sofia,martinez,Mini ProtectorSolar,5,119.13,Ecommerce
Camila,Sanchez,Sabana Carpeta,2,49.61,Tienda
Jorge,Diaz,Cafetal Afeitadora,4,107.06,Tienda
camila,sanchez,Paisa Cuaderno,2,617.86,Ecommerce
Pedro,Lopez,Magna Colchoneta,2,40.0,Tienda
Andres,Perez,Royal Colchoneta,3,167.46,Distribuidor
Andres,Lopez,Pro PowerBank,4,113.17,Distribuidor
Jorge,Sanchez,Fresh Linterna,5,140.62,Ecommerce
Camila,Martinez,Flex Semilla,2,100.03,Distribuidor
Pedro,Martinez,Max Telefono,3,86.41,Ecommerce
Andres,Gonzalez,Plus Tenedor,4,117.56,Tienda
Andres,Garcia,Bosque Teclado,4,33.24,Ecommerce
Ana,Garcia,Alpha Cable,1,47.44,CallCenter
Andres,Hernandez,Elite Mousepad,1,20.92,CallCenter
Andres,Perez,Opti Teclado,2,145.42,CallCenter
Sofia,Lopez,Nova ProtectorSolar,1,119.22,CallCenter
Andres,Gonzalez,Neo Colchoneta,2,260.87,CallCenter
Carlos,Sanchez,Pro Auriculares,5,47.09,Distribuidor
Luisa,Diaz,Smart Silla,2,81.81,Marketplace
Carlos,Ramirez,Eco Perfume,1,243.71,Distribuidor
Sofia,Sanchez,Bosque Microfono,5,235.83,Tienda
Luisa,Sanchez,Nova Muñeco,1,56.52,Ecommerce
Maria,Diaz,Eco Microfono,2,64.52,Marketplace
Ana,Ramirez,Nova Carpa,3,132.97,Ecommerce
Andres,Ramirez,Magna Agenda,4,109.4,Marketplace
Andres,Diaz,Smart Lampara,1,28.74,Marketplace
Maria,Rodriguez,Pacifica Cable,2,11.17,Marketplace
Andres,Lopez,Oro Agenda,5,72.69,Ecommerce
Jorge,Diaz,Eco Mouse,1,78.88,Tienda
Maria,Ramirez,Neo Plancha,1,7.69,CallCenter
Jorge,Perez,Elite Cable,4,443.07,Ecommerce
Carlos,Ramirez,Giga Sarten,2,5.92,Marketplace
Ana,Rodriguez,Power Crema,3,319.72,Marketplace
Jorge,Perez,Sabana Guitarra,5,44.03,Tienda
Camila,Lopez,Lago Mousepad,2,584.81,Distribuidor
Camila,Lopez,Cielo Cargador,5,118.48,Tienda
Juan,Ramirez,Silver Tenedor,1,230.91,Ecommerce
Ana,Hernandez,Pro Teclado,4,230.34,Ecommerce
Juan,Rodriguez,Giga Copa,4,9.99,Ecommerce
Juan,Rodriguez,Plus Silla,3,257.57,Marketplace
Camila,Diaz,Omega Guante,4,113.41,Ecommerce
pedro,perez,Bosque Guitarra,1,200.77,Ecommerce
Andres,Perez,Plus Tambor,3,5.17,Distribuidor
Luisa,Perez,Power Mouse,2,755.03,Distribuidor
Pedro,Diaz,Fresh Monitor,4,109.07,CallCenter
Andres,Gonzalez,Montana Balon,3,12.0,Distribuidor
Carlos,Lopez,Omega Monitor,1,89.26,Tienda
Maria,Hernandez,Smart PowerBank,5,11.83,Tienda
Carlos,Gonzalez,Prime Patin,5,86.95,Ecommerce
Luisa,Perez,Mini Estante,1,19.68,Tienda
Maria,Sanchez,Royal Muñeco,1,75.85,Ecommerce
Sofia,Garcia,Fresh Carpa,5,27.97,Distribuidor
jorge,lopez,Plus Chocolate,3,535.94,CallCenter
Maria,Sanchez,Eco PowerBank,5,7.57,Marketplace
Carlos,Lopez,Sabana Bicicleta,1,20.53,Tienda
Ana,Garcia,Montana Zapatilla,4,20.24,Ecommerce
Jorge,Gonzalez,Neo Mesa,2,131.17,CallCenter
Sofia,Perez,Sierra Plancha,4,12.61,CallCenter
Pedro,Diaz,Basic Tripode,4,78.12,Tienda
Ana,Garcia,Giga Chaqueta,1,156.71,Marketplace
Camila,Ramirez,Andes Cereal,5,118.77,Tienda
Camila,Martinez,Pacifica Gorra,3,121.28,Distribuidor
Ana,Lopez,Lago Resaltador,4,486.22,Ecommerce
Andres,Sanchez,Paisa Router,5,113.82,Tienda
Pedro,Rodriguez,Sabana Archivador,3,189.19,Marketplace
Ana,Garcia,Mini Mochila,4,39.43,Ecommerce
Juan,Diaz,Lite Chocolate,3,111.57,Marketplace
Ana,Hernandez,Bosque Boligrafo,5,205.19,Tienda
Pedro,Lopez,Cacao Estante,2,131.96,CallCenter
Carlos,Garcia,Silver Cinta,5,72.97,Distribuidor
Ana,Lopez,Llanero Linterna,1,4.67,Distribuidor
Carlos,Perez,Plus Cuchillo,3,13.62,CallCenter
Juan,Diaz,Mini Raqueta,2,43.39,Distribuidor
Juan,Diaz,Quick Microfono,3,4.31,Marketplace
Maria,Ramirez,Oro Plancha,3,29.58,Distribuidor
Maria,Ramirez,Magna Silla,4,62.6,Tienda
Sofia,Diaz,Fresh Carpa,1,27.97,Marketplace
Maria,Martinez,Montana Cuchillo,3,168.31,Marketplace
